,id,bang,2015,2016,2017,2018,2019,2020
217,20,নবাবপুর,0.0,0.0,9.0,1.0,17.0,0.0
218,21,ফুলগাজী,0.0,0.0,0.0,0.0,1.0,0.0
219,21,মুন্সিরহাট,0.0,0.0,0.0,0.0,1.0,0.0
220,21,দরবারপুর,0.0,0.0,0.0,0.0,0.0,0.0
221,21,আনন্দপুর,0.0,0.0,0.0,1.0,0.0,0.0
222,21,আমজাদহাট,0.0,0.0,0.0,0.0,0.0,0.0
223,21,"জি,এম, হাট",0.0,0.0,0.0,0.0,3.0,0.0
224,22,মির্জানগর,0.0,0.0,0.0,0.0,0.0,0.0
225,22,চিথলিয়া,0.0,0.0,0.0,0.0,3.0,0.0
226,22,বক্সমাহমুদ,0.0,0.0,0.0,0.0,0.0,0.0
227,23,সিন্দুরপুর,0.0,0.0,0.0,0.0,0.0,0.0
228,23,রাজাপুর,0.0,0.0,0.0,36.0,87.0,0.0
229,23,পূর্বচন্দ্রপুর,0.0,0.0,0.0,0.0,0.0,0.0
230,23,রামনগর,0.0,0.0,0.0,19.0,16.0,0.0
231,23,ইয়াকুবপুর,0.0,0.0,0.0,0.0,0.0,0.0
232,23,দাগনভূঞা,0.0,0.0,0.0,2.0,3.0,0.0
233,23,মাতুভূঞা,0.0,0.0,0.0,0.0,0.0,0.0
234,23,জায়লস্কর,0.0,0.0,0.0,0.0,0.0,0.0
235,24,বাসুদেব,0.0,0.0,0.0,1.0,16.0,0.0
236,24,মাছিহাতা,0.0,0.0,0.0,0.0,0.0,0.0
237,24,সুলতানপুর,0.0,0.0,0.0,0.0,56.0,0.0
238,24,রামরাইল,0.0,0.0,0.0,0.0,0.0,0.0
239,24,সাদেকপুর,0.0,0.0,0.0,0.0,1.0,0.0
240,24,তালশহর,0.0,0.0,0.0,0.0,1.0,0.0
241,24,নাটাই (দক্ষিন),0.0,0.0,0.0,0.0,0.0,0.0
242,24,নাটাই (উত্তর),0.0,0.0,0.0,0.0,0.0,0.0
243,24,সুহিলপুর,0.0,0.0,0.0,0.0,0.0,0.0
244,24,বুধল,0.0,0.0,0.0,0.0,0.0,0.0
245,24,মজলিশপুর,0.0,0.0,0.0,0.0,2.0,0.0
246,25,মূলগ্রাম,30.0,10.0,73.0,165.0,1383.0,22.0
247,25,মেহারী,0.0,0.0,0.0,0.0,0.0,0.0
248,25,বাদৈর,0.0,0.0,0.0,0.0,0.0,0.0
249,25,খাড়েরা,0.0,0.0,0.0,0.0,0.0,0.0
250,25,বিনাউটি,0.0,0.0,0.0,0.0,0.0,0.0
251,25,গোপীনাথপুর,0.0,0.0,0.0,0.0,3.0,0.0
252,25,কসবা,0.0,1.0,2.0,9.0,20.0,0.0
253,25,কুটি,0.0,0.0,0.0,0.0,5.0,0.0
254,25,কাইমপুর,0.0,0.0,0.0,0.0,0.0,0.0
255,25,বায়েক,0.0,0.0,0.0,0.0,1.0,0.0
256,26,চাতলপাড়,0.0,0.0,0.0,0.0,16.0,0.0
257,26,ভলাকুট,0.0,0.0,0.0,0.0,0.0,0.0
258,26,কুন্ডা,0.0,0.0,0.0,0.0,7.0,0.0
259,26,গোয়ালনগর,0.0,0.0,0.0,0.0,0.0,0.0
260,26,নাসিরনগর,0.0,0.0,0.0,0.0,40.0,0.0
261,26,বুড়িশ্বর,0.0,0.0,0.0,0.0,0.0,0.0
262,26,ফান্দাউক,0.0,0.0,0.0,0.0,0.0,0.0
263,26,গুনিয়াউক,0.0,0.0,0.0,0.0,0.0,0.0
264,26,চাপৈরতলা,0.0,0.0,0.0,0.0,0.0,0.0
265,26,ধরমন্ডল,0.0,0.0,0.0,0.0,0.0,0.0
266,26,হরিপুর,0.0,0.0,0.0,2.0,26.0,0.0
267,26,পূর্বভাগ,0.0,0.0,0.0,0.0,1.0,0.0
268,26,গোকর্ণ,0.0,0.0,0.0,0.0,0.0,0.0
269,27,অরুয়াইল,0.0,0.0,0.0,0.0,0.0,0.0
270,27,পাকশিমুল,0.0,0.0,0.0,0.0,0.0,0.0
271,27,চুন্টা,0.0,0.0,0.0,0.0,0.0,0.0
272,27,কালীকচ্ছ,0.0,0.0,0.0,0.0,0.0,0.0
273,27,পানিশ্বর,0.0,0.0,0.0,0.0,0.0,0.0
274,27,সরাইল সদর,0.0,0.0,0.0,1.0,7.0,0.0
275,27,নোয়াগাঁও,0.0,0.0,0.0,0.0,2.0,0.0
276,27,শাহজাদাপুর,0.0,0.0,0.0,0.0,0.0,0.0
277,27,শাহবাজপুর,0.0,0.0,0.0,1.0,0.0,0.0
278,28,আশুগঞ্জ সদর,0.0,0.0,0.0,1.0,6.0,0.0
279,28,চরচারতলা,0.0,0.0,0.0,0.0,0.0,0.0
280,28,দুর্গাপুর,0.0,0.0,1.0,13.0,63.0,0.0
281,28,আড়াইসিধা,0.0,0.0,0.0,0.0,0.0,0.0
282,28,তালশহর(পঃ),0.0,0.0,0.0,0.0,0.0,0.0
283,28,শরীফপুর,0.0,0.0,0.0,0.0,15.0,0.0
284,28,লালপুর,0.0,0.0,0.0,1.0,6.0,0.0
285,28,তারুয়া,0.0,0.0,0.0,0.0,3.0,0.0
286,29,মনিয়ন্দ,0.0,0.0,0.0,0.0,0.0,0.0
287,29,ধরখার,0.0,0.0,0.0,0.0,0.0,0.0
288,29,মোগড়া,0.0,0.0,0.0,0.0,0.0,0.0
289,29,আখাউড়া (উঃ),0.0,0.0,0.0,0.0,0.0,0.0
290,29,আখাউড়া (দঃ),0.0,0.0,0.0,0.0,0.0,0.0
291,30,বড়াইল,0.0,0.0,0.0,0.0,1.0,0.0
292,30,বীরগাঁও,0.0,0.0,1.0,0.0,0.0,0.0
293,30,কৃষ্ণনগর,0.0,0.0,0.0,137.0,36.0,0.0
294,30,নাটঘর,0.0,0.0,0.0,0.0,0.0,0.0
295,30,বিদ্যাকুট,0.0,0.0,0.0,0.0,0.0,0.0
296,30,নবীনগর (পূর্ব),0.0,0.0,1.0,0.0,0.0,0.0
297,30,নবীনগর(পশ্চিম),0.0,0.0,0.0,1.0,1.0,0.0
298,30,বিটঘর,0.0,0.0,0.0,0.0,0.0,0.0
299,30,শিবপুর,0.0,0.0,2.0,7.0,14.0,0.0
300,30,শ্রীরামপুর,0.0,0.0,0.0,7.0,12.0,0.0
301,30,জিনোদপুর,0.0,0.0,0.0,0.0,0.0,0.0
302,30,লাউরফতেপুর,0.0,0.0,0.0,0.0,0.0,0.0
303,30,ইব্রাহিমপুর,1.0,1.0,0.0,4.0,4.0,0.0
304,30,সাতমোড়া,0.0,0.0,0.0,0.0,0.0,0.0
305,30,শ্যামগ্রাম,0.0,0.0,0.0,1.0,0.0,0.0
306,30,রসুল্লাবাদ,0.0,0.0,0.0,1.0,0.0,0.0
307,30,বড়িকান্দি,0.0,0.0,0.0,0.0,0.0,0.0
308,30,ছলিমগঞ্জ,0.0,0.0,0.0,0.0,0.0,0.0
309,30,রতনপুর,0.0,0.0,0.0,0.0,14.0,0.0
310,30,কাইতলা (উত্তর),0.0,0.0,0.0,0.0,0.0,0.0
311,30,কাইতলা (দক্ষিন),0.0,0.0,0.0,0.0,0.0,0.0
312,31,তেজখালী,0.0,0.0,0.0,0.0,0.0,0.0
313,31,পাহাড়িয়া কান্দি,0.0,0.0,0.0,0.0,0.0,0.0
314,31,দরিয়াদৌলত,0.0,0.0,0.0,0.0,0.0,0.0
315,31,সোনারামপুর,0.0,0.0,0.0,0.0,0.0,0.0
316,31,দড়িকান্দি,0.0,0.0,0.0,0.0,0.0,0.0
