,id,bang,2019,20191,20192,20193,20194,20195,20196,20197,20198,20199,201910,201911,201912,2020,20201,20202,20203
0,1,চট্টগ্রাম,2169.0,3.0,6.0,3.0,2.0,0.0,5.0,59.0,1317.0,562.0,145.0,41.0,25.0,11.0,2.0,5.0,4.0
1,2,রাজশাহী,1534.0,3.0,17.0,3.0,1.0,0.0,6.0,55.0,855.0,491.0,75.0,17.0,11.0,17.0,6.0,7.0,4.0
2,3,খুলনা,1594.0,1.0,1.0,3.0,2.0,0.0,0.0,39.0,917.0,468.0,107.0,47.0,8.0,3.0,2.0,0.0,1.0
3,4,বরিশাল,1904.0,2.0,5.0,0.0,1.0,0.0,1.0,51.0,1161.0,554.0,91.0,24.0,14.0,2.0,1.0,0.0,1.0
4,5,সিলেট,1432.0,7.0,3.0,3.0,3.0,0.0,2.0,52.0,835.0,405.0,65.0,22.0,35.0,6.0,3.0,2.0,1.0
5,6,ঢাকা,10990.0,26.0,41.0,32.0,20.0,26.0,223.0,340.0,7648.0,1720.0,443.0,281.0,189.0,164.0,74.0,52.0,38.0
6,7,রংপুর,1109.0,1.0,0.0,2.0,2.0,0.0,1.0,27.0,765.0,237.0,55.0,11.0,8.0,4.0,3.0,0.0,1.0
7,8,ময়মনসিংহ,1455.0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,977.0,360.0,62.0,13.0,10.0,5.0,4.0,0.0,1.0
